date,shift,line,planned_output,actual_output,defect_qty,downtime_min,downtime_reason,operator,source_system
2026-02-25,B,Line2,890,921,27,72,Quality Issue,Operator C,Manual CSV Upload
2026-03-22,A,Line3,1198,1081,16,67,Material Shortage,Operator C,Google Form
2026-04-20,A,Line1,1195,1228,16,42,Cleaning,Operator B,Manual CSV Upload
2026-04-19,C,Line4,1017,891,12,25,Material Shortage,Operator C,Legacy Excel Log
2026-01-23,A,Line4,927,967,11,63,Equipment Failure,Operator C,Google Form
2026-03-25,C,Line3,961,982,5,67,Equipment Failure,Operator B,Manual CSV Upload
2026-01-17,B,Line3,919,867,16,51,Quality Issue,Operator E,Google Form
2026-04-27,A,Line2,1143,1000,0,28,Quality Issue,Operator D,Legacy Excel Log
2026-03-03,C,Line2,1074,916,14,33,Material Shortage,Operator C,Manual CSV Upload
2026-02-24,C,Line3,807,741,17,75,Material Shortage,Operator A,Manual CSV Upload
2026-04-15,B,Line2,1013,1045,15,38,Cleaning,Operator B,Legacy Excel Log
2026-02-25,A,Line4,865,903,10,53,Quality Issue,Operator E,Manual CSV Upload
2026-04-01,C,Line1,1152,1141,17,33,Material Shortage,Operator E,Google Form
2026-02-26,B,Line4,1160,1187,18,56,Cleaning,Operator E,Google Form
2026-02-06,C,Line1,951,870,10,94,Equipment Failure,Operator C,Legacy Excel Log
2026-04-21,C,Line4,1081,1130,5,70,Quality Issue,Operator D,Legacy Excel Log
2026-03-15,B,Line3,1096,1089,9,44,Material Shortage,Operator D,Legacy Excel Log
2026-04-26,B,,902,841,6,52,Cleaning,Operator E,Google Form
2026-01-01,C,Line3,1126,1036,26,54,Changeover,Operator C,Manual CSV Upload
2026-01-24,A,Line1,1007,869,2,59,Cleaning,Operator D,Manual CSV Upload
2026-04-18,A,Line4,864,862,13,0,No Downtime,Operator D,Manual CSV Upload
2026-02-21,C,Line1,1148,1063,9,44,Equipment Failure,Operator B,Google Form
2026-04-28,A,Line4,1116,1024,29,0,No Downtime,Operator A,Google Form
2026-01-24,A,Line4,1020,1035,10,94,Equipment Failure,Operator B,Manual CSV Upload
2026-01-13,B,Line4,997,873,0,79,Material Shortage,Operator D,Google Form
2026-01-19,A,Line2,1013,986,0,47,Quality Issue,Operator C,Manual CSV Upload
2026-04-29,B,Line1,1127,1145,16,46,Quality Issue,Operator D,Google Form
2026-01-02,B,Line4,836,748,2,16,Cleaning,Operator C,Manual CSV Upload
2026-03-25,B,Line1,1186,1042,18,25,Changeover,Operator A,Google Form
2026-03-30,A,Line3,1041,911,7,0,No Downtime,Operator B,Legacy Excel Log
2026-03-21,B,Line4,1093,962,28,0,No Downtime,Operator C,Manual CSV Upload
2026-03-09,C,Line4,837,720,17,46,Cleaning,Operator B,Manual CSV Upload
2026-02-06,B,Line2,963,874,18,93,Changeover,Operator B,Manual CSV Upload
2026-01-24,A,Line3,817,802,20,85,Equipment Failure,Operator D,Legacy Excel Log
2026-03-24,A,Line2,953,871,24,55,Material Shortage,Operator B,Manual CSV Upload
2026-01-31,C,Line2,998,922,12,70,Equipment Failure,Operator C,Google Form
2026-04-03,B,Line1,1127,1031,8,48,Quality Issue,Operator B,Google Form
2026-03-14,C,Line4,932,963,2,0,No Downtime,Operator B,Legacy Excel Log
2026-01-10,C,Line4,1114,1143,15,15,Material Shortage,Operator B,Google Form
2026-01-01,A,Line1,1150,1049,17,57,Equipment Failure,Operator B,Legacy Excel Log
2026-04-12,C,Line2,950,868,2,49,Quality Issue,Operator D,Legacy Excel Log
2026-02-15,A,Line2,1180,1174,31,41,Cleaning,Operator E,Manual CSV Upload
2026-03-20,A,Line1,1158,1159,14,37,Equipment Failure,Operator A,Google Form
2026-04-23,B,Line2,800,778,5,30,Changeover,Operator E,Manual CSV Upload
2026-01-04,B,Line2,1031,970,25,41,Quality Issue,Operator E,Legacy Excel Log
2026-02-20,A,Line2,844,728,8,40,Cleaning,Operator E,Manual CSV Upload
2026-02-20,C,Line3,1014,943,20,93,Changeover,Operator B,Manual CSV Upload
2026-01-21,A,Line1,956,945,4,55,Material Shortage,Operator D,Google Form
2026-03-26,C,Line2,985,864,11,0,No Downtime,Operator E,Manual CSV Upload
2026-04-25,A,Line4,1029,953,9,12,Cleaning,Operator A,Legacy Excel Log
2026-02-23,A,Line1,1001,933,12,100,Equipment Failure,Operator B,Manual CSV Upload
2026-04-14,C,Line2,994,999,18,0,No Downtime,Operator B,Manual CSV Upload
2026-01-19,A,Line4,986,913,4,14,Quality Issue,Operator E,Legacy Excel Log
2026-04-30,A,Line2,1155,1128,24,0,No Downtime,Operator E,Manual CSV Upload
2026-04-27,C,Line4,820,767,12,89,Material Shortage,Operator C,Google Form
2026-02-10,C,Line3,1171,1199,22,53,Changeover,Operator E,Legacy Excel Log
2026-02-14,A,Line2,936,945,7,79,Changeover,Operator B,Legacy Excel Log
2026-01-22,C,Line3,948,813,23,81,Equipment Failure,Operator C,Legacy Excel Log
2026-02-17,C,Line1,1088,1030,7,73,Material Shortage,Operator D,Legacy Excel Log
2026-03-03,A,Line4,1131,975,24,0,No Downtime,Operator C,Legacy Excel Log
2026-01-01,B,Line2,1132,1059,13,64,Quality Issue,Operator B,Manual CSV Upload
2026-03-21,C,Line3,1198,1172,12,0,No Downtime,Operator A,Legacy Excel Log
2026-01-08,A,Line2,1071,986,17,45,Equipment Failure,Operator A,Google Form
2026-01-13,A,Line4,986,1029,1063,29,Changeover,Operator E,Google Form
2026-03-22,A,Line4,921,800,9,41,Cleaning,Operator B,Google Form
2026-03-13,B,Line3,1164,1064,7,0,No Downtime,Operator D,Manual CSV Upload
2026-04-08,C,Line3,1162,1212,25,0,No Downtime,Operator C,Google Form
2026-04-24,A,Line2,991,879,23,51,Changeover,Operator B,Legacy Excel Log
2026-03-09,A,Line1,969,914,25,66,Equipment Failure,Operator E,Google Form
2026-02-26,A,Line4,-223,1110,28,47,Changeover,Operator D,Manual CSV Upload
2026-02-08,A,Line2,1005,1017,16,60,Changeover,Operator C,Manual CSV Upload
2026-01-08,B,Line1,943,807,8,45,Material Shortage,Operator C,Google Form
2026-03-07,B,Line2,1130,1062,23,89,Material Shortage,Operator E,Google Form
2026-01-22,A,Line2,1064,1018,9,47,Material Shortage,Operator E,Legacy Excel Log
2026-02-23,A,Line2,1094,1040,6,65,Material Shortage,Operator B,Google Form
2026-01-22,A,Line1,1129,1152,1230,17,Material Shortage,Operator A,Google Form
2026-01-08,B,Line3,1038,947,3,51,Equipment Failure,Operator D,Manual CSV Upload
2026-01-14,B,Line1,1086,1083,7,19,Cleaning,Operator C,Manual CSV Upload
2026-01-10,A,Line3,1011,887,16,44,Equipment Failure,Operator A,Google Form
2026-01-30,A,Line4,900,784,18,22,Material Shortage,Operator D,Google Form
2026-01-01,A,Line3,829,728,10,65,Changeover,Operator B,Google Form
2026-01-08,C,Line2,850,857,2,90,Changeover,Operator B,Manual CSV Upload
2026-02-25,C,Line4,1110,964,13,24,Changeover,Operator E,Legacy Excel Log
2026-02-15,C,Line1,1147,1063,8,29,Quality Issue,Operator C,Google Form
2026-03-02,B,Line4,1186,1154,23,74,Changeover,Operator D,Legacy Excel Log
2026-04-03,A,Line4,813,705,11,60,Cleaning,Operator C,Manual CSV Upload
2026-04-03,C,Line1,1178,1036,25,78,Material Shortage,Operator B,Legacy Excel Log
2026-01-07,B,Line2,869,822,15,52,Quality Issue,Operator D,Manual CSV Upload
2026-04-09,B,Line3,1045,1065,13,71,Material Shortage,Operator A,Duplicate CSV Upload
2026-04-03,C,Line3,885,827,15,91,Equipment Failure,Operator B,Manual CSV Upload
2026-01-31,A,Line3,890,886,25,60,Quality Issue,Operator E,Google Form
2026-02-22,A,Line1,1046,1090,2,43,Cleaning,Operator C,Manual CSV Upload
2026-02-26,B,Line1,851,824,11,13,Cleaning,Operator B,Legacy Excel Log
2026-03-17,A,Line4,989,950,12,0,No Downtime,Operator A,Google Form
2026-03-20,B,Line3,957,963,13,0,No Downtime,Operator C,Google Form
2026-01-24,C,Line1,1077,943,18,45,Changeover,Operator B,Manual CSV Upload
2026-01-23,B,Line4,896,895,7,55,Equipment Failure,Operator D,Manual CSV Upload
2026-01-11,A,Line3,1013,1001,23,31,Material Shortage,Operator B,Google Form
2026-03-24,B,Line4,1049,915,11,58,Equipment Failure,Operator C,Google Form
2026-01-15,C,Line3,1008,875,26,69,Quality Issue,Operator A,Legacy Excel Log
2026-02-16,A,Line1,1052,991,16,92,Changeover,Operator E,Manual CSV Upload
2026-03-05,A,Line4,820,786,21,71,Quality Issue,Operator C,Google Form
2026-01-25,B,Line4,1069,1089,23,34,Changeover,Operator D,Manual CSV Upload
2026-03-13,A,Line4,1137,1048,3,69,Changeover,Operator B,Manual CSV Upload
2026-01-28,A,Line1,1011,1052,16,58,Equipment Failure,Operator B,Manual CSV Upload
2026-01-22,C,Line2,892,762,13,60,Equipment Failure,Operator A,Manual CSV Upload
2026-04-12,B,Line3,1186,1183,28,20,Quality Issue,Operator E,Legacy Excel Log
2026-04-17,A,Line3,916,819,24,17,Material Shortage,Operator E,Legacy Excel Log
2026-04-14,A,Line4,853,841,8,0,No Downtime,Operator C,Google Form
2026-03-04,B,Line3,1113,999,17,99,Equipment Failure,Operator A,Legacy Excel Log
2026-04-12,B,Line4,1154,1189,27,40,Changeover,Operator A,Manual CSV Upload
2026-01-10,C,Line1,1134,1076,22,71,Material Shortage,Operator D,Google Form
2026-02-17,B,Line2,1146,1099,2,0,No Downtime,Operator E,Manual CSV Upload
2026-01-01,B,Line3,882,806,17,91,Equipment Failure,Operator C,Google Form
2026-01-06,C,Line4,1119,1082,25,44,Equipment Failure,Operator B,Legacy Excel Log
2026-03-23,A,Line2,1045,932,23,91,Changeover,Operator C,Google Form
2026-03-13,C,Line4,1199,1223,32,49,Equipment Failure,Operator B,Google Form
2026-02-04,A,Line4,1128,1081,16,0,No Downtime,Operator E,Manual CSV Upload
2026-03-04,B,Line4,1025,880,21,62,Material Shortage,Operator B,Legacy Excel Log
2026-04-01,C,Line4,1170,1155,32,0,No Downtime,Operator C,Manual CSV Upload
2026-04-21,B,Line2,987,903,12,82,Changeover,Operator E,Legacy Excel Log
2026-02-10,B,Line4,964,865,22,0,No Downtime,Operator E,Google Form
2026-01-17,A,Line4,1144,1107,6,113,Equipment Failure,Operator B,Manual CSV Upload
2026-01-02,A,Line3,1029,1053,28,112,Equipment Failure,Operator E,Google Form
2026-04-16,C,Line3,1064,1067,28,0,No Downtime,Operator E,Manual CSV Upload
2026-03-15,A,Line1,803,748,20,91,Changeover,Operator D,Legacy Excel Log
2026-01-28,C,Line1,1140,1103,5,113,Equipment Failure,Operator C,Google Form
2026-03-05,B,Line4,1040,978,26,31,Cleaning,Operator D,Manual CSV Upload
2026-02-15,B,Line2,823,716,16,11,Cleaning,Operator E,Manual CSV Upload
2026-03-27,C,Line2,1049,1024,21,32,Quality Issue,Operator E,Google Form
2026-04-17,A,Line2,1079,955,21,118,Equipment Failure,Operator D,Legacy Excel Log
2026-04-21,A,Line3,895,763,7,44,Changeover,Operator B,Legacy Excel Log
2026-02-09,A,Line4,1144,1157,25,15,Material Shortage,Operator B,Legacy Excel Log
2026-01-16,A,Line4,971,850,17,42,Equipment Failure,Operator A,Manual CSV Upload
2026-02-28,B,Line2,1131,981,15,0,No Downtime,Operator A,Manual CSV Upload
2026-03-28,C,Line4,999,1023,1,67,Changeover,Operator C,Legacy Excel Log
2026-02-18,B,Line3,806,769,0,110,Equipment Failure,Operator A,Google Form
2026-02-03,B,Line4,901,853,16,103,Equipment Failure,Operator E,Google Form
2026-02-11,C,Line4,1015,952,18,23,Material Shortage,Operator A,Google Form
2026-03-31,B,Line1,995,926,12,37,Material Shortage,Operator D,Google Form
2026-01-30,B,Line2,953,971,24,33,Quality Issue,Operator C,Google Form
2026-02-22,C,Line3,1011,1042,26,48,Equipment Failure,Operator B,Legacy Excel Log
2026-04-10,B,Line3,1101,1081,14,96,Changeover,Operator E,Google Form
2026-01-06,A,Line2,936,949,8,100,Equipment Failure,Operator E,Legacy Excel Log
2026-01-24,B,Line4,834,867,14,42,Cleaning,Operator E,Google Form
2026-03-10,B,Line4,976,980,11,30,Material Shortage,Operator B,Manual CSV Upload
2026-01-10,C,Line3,916,910,15,105,Equipment Failure,Operator E,Manual CSV Upload
2026-03-13,C,Line3,808,692,1,0,No Downtime,Operator A,Manual CSV Upload
2026-01-02,B,Line2,891,872,2,70,Material Shortage,Operator B,Legacy Excel Log
2026-01-31,B,Line2,1137,1108,29,97,Equipment Failure,Operator A,Google Form
2026-04-02,C,Line3,841,715,3,108,Equipment Failure,Operator E,Manual CSV Upload
2026-04-20,C,Line4,849,798,8,91,Changeover,Operator E,Manual CSV Upload
2026-04-08,B,Line3,1104,1072,9,23,Material Shortage,Operator C,Manual CSV Upload
2026-04-15,C,Line4,976,885,14,72,Quality Issue,Operator D,Manual CSV Upload
2026-01-09,C,Line2,1160,1080,25,84,Equipment Failure,Operator A,Legacy Excel Log
2026-03-06,B,Line4,1089,970,24,47,Cleaning,Operator B,Google Form
2026-02-22,B,Line2,808,746,15,0,No Downtime,Operator E,Manual CSV Upload
2026-03-31,A,Line1,938,975,6,35,Quality Issue,Operator B,Google Form
2026-04-12,B,Line2,1025,939,22,0,No Downtime,Operator E,Google Form
2026-03-06,C,Line4,809,763,21,114,Equipment Failure,Operator B,Google Form
2026-02-01,A,Line1,984,994,9,16,Cleaning,Operator A,Google Form
2026-02-25,B,Line1,1059,981,17,0,No Downtime,Operator A,Manual CSV Upload
2026-04-27,B,Line3,823,792,5,48,Material Shortage,Operator E,Legacy Excel Log
2026-03-30,B,Line3,1052,939,11,0,No Downtime,Operator D,Manual CSV Upload
2026-03-16,C,Line1,926,923,12,82,Material Shortage,Operator B,Google Form
2026-03-06,A,Line4,816,726,10,98,Equipment Failure,Operator D,Legacy Excel Log
2026-04-27,B,Line1,1185,1035,14,84,Material Shortage,Operator A,Legacy Excel Log
2026-04-21,C,Line3,1116,963,18,0,No Downtime,Operator B,Legacy Excel Log
2026-01-26,B,Line3,928,880,2,893,Changeover,Operator C,Legacy Excel Log
2026-02-11,B,Line2,1045,931,25,16,Material Shortage,Operator B,Google Form
2026-04-30,C,Line2,840,816,17,0,No Downtime,Operator D,Legacy Excel Log
2026-01-18,B,Line3,890,920,23,27,Equipment Failure,Operator B,Legacy Excel Log
2026-02-21,C,Line4,1083,1008,1031,23,Material Shortage,Operator D,Legacy Excel Log
2026-01-29,A,Line3,919,790,9,32,Changeover,Operator B,Google Form
2026-01-17,C,Line2,1058,995,1,98,Changeover,Operator D,Duplicate CSV Upload
2026-02-13,B,Line2,943,960,24,24,Cleaning,Operator B,Manual CSV Upload
2026-03-06,C,Line2,874,787,4,24,Material Shortage,Operator B,Legacy Excel Log
2026-01-11,C,Line4,1140,1157,26,96,Changeover,Operator A,Legacy Excel Log
2026-04-03,B,Line3,942,942,22,38,Equipment Failure,Operator E,Google Form
2026-01-05,B,Line2,1152,1158,4,40,Cleaning,Operator C,Duplicate CSV Upload
2026-03-05,A,Line1,1003,954,17,36,Cleaning,Operator D,Legacy Excel Log
2026-02-25,A,Line3,1115,996,24,66,Material Shortage,Operator C,Google Form
2026-03-05,B,Line2,985,957,7,25,Cleaning,Operator C,Manual CSV Upload
2026-01-28,C,Line4,926,957,8,35,Material Shortage,Operator A,Manual CSV Upload
2026-04-26,C,Line1,1041,1066,23,42,Equipment Failure,Operator E,Google Form
2026-01-29,B,Line1,928,964,20,40,Material Shortage,Operator D,Google Form
2026-04-01,A,Line4,878,865,24,29,Changeover,Operator E,Google Form
2026-03-16,A,Line4,969,985,27,80,Changeover,Operator A,Legacy Excel Log
2026-02-26,C,Line3,1109,1156,22,0,No Downtime,Operator E,Google Form
2026-02-14,B,Line1,886,774,16,58,Quality Issue,Operator C,Legacy Excel Log
2026-04-02,C,Line2,1026,1048,2,30,Material Shortage,Operator E,Legacy Excel Log
2026-01-24,C,Line3,1126,994,17,13,Cleaning,Operator C,Google Form
2026-03-07,C,Line4,946,968,25,0,No Downtime,Operator C,Manual CSV Upload
2026-04-22,A,Line2,895,796,23,55,Cleaning,Operator A,Google Form
2026-03-15,C,Line3,1113,1022,5,73,Changeover,Operator C,Manual CSV Upload
2026-03-07,A,Line2,1126,1048,16,0,No Downtime,Operator B,Google Form
2026-03-13,C,Line1,1078,1065,5,72,Quality Issue,Operator A,Legacy Excel Log
2026-04-24,C,Line1,1167,1008,28,77,Material Shortage,Operator A,Manual CSV Upload
2026-01-17,B,Line2,851,857,16,45,Equipment Failure,Operator A,Manual CSV Upload
2026-02-11,A,Line4,1095,1028,6,48,Quality Issue,Operator E,Legacy Excel Log
2026-01-11,C,Line2,1162,1076,25,35,Material Shortage,Operator D,Legacy Excel Log
2026-03-09,C,Line1,836,835,3,62,Changeover,Operator A,Google Form
2026-03-20,C,Line4,977,840,11,0,No Downtime,Operator C,Legacy Excel Log
2026-03-05,C,Line2,1055,1106,15,0,No Downtime,Operator D,Google Form
2026-02-14,C,Line3,814,743,2,31,Cleaning,Operator B,Google Form
2026-01-28,C,Line3,973,870,20,106,Equipment Failure,Operator A,Legacy Excel Log
2026-01-12,B,Line1,1142,1060,18,23,Material Shortage,Operator A,Legacy Excel Log
2026-04-05,A,Line1,1044,903,16,38,Cleaning,Operator A,Google Form
2026-02-14,B,Line3,967,934,24,21,Quality Issue,Operator D,Legacy Excel Log
2026-03-26,A,Line1,1197,1111,18,47,Material Shortage,Operator D,Google Form
2026-02-27,C,Line1,1028,982,10,0,No Downtime,Operator A,Google Form
2026-04-25,C,Line2,877,877,17,69,Equipment Failure,Operator E,Manual CSV Upload
2026-02-16,C,Line4,1023,999,14,69,Equipment Failure,Operator D,Manual CSV Upload
2026-01-02,C,Line4,1028,917,16,82,Changeover,Operator B,Google Form
2026-01-05,B,Line1,1016,919,1,87,Equipment Failure,Operator E,Legacy Excel Log
2026-01-30,A,Line1,1053,1053,13,109,Equipment Failure,Operator D,Legacy Excel Log
2026-03-18,C,Line2,1050,1057,24,70,Material Shortage,Operator D,Manual CSV Upload
2026-02-09,C,Line2,817,726,16,110,Equipment Failure,Operator B,Manual CSV Upload
2026-04-01,A,Line1,902,903,7,27,Changeover,Operator A,Legacy Excel Log
2026-03-02,C,Line1,862,813,12,0,No Downtime,Operator C,Manual CSV Upload
2026-03-15,A,Line3,1078,991,21,96,Changeover,Operator E,Google Form
2026-02-20,A,Line1,983,990,7,37,Material Shortage,Operator C,Google Form
2026-04-07,A,Line2,974,868,18,75,Changeover,Operator E,Manual CSV Upload
2026-04-11,B,Line3,918,864,6,21,Changeover,Operator D,Manual CSV Upload
2026-01-22,B,Line3,962,830,13,43,Changeover,Operator C,Google Form
2026-03-10,C,Line2,859,801,9,40,Cleaning,Operator B,Google Form
2026-02-11,C,Line1,1194,1032,18,52,Equipment Failure,Operator A,Google Form
2026-04-21,C,Line1,1074,916,15,65,Changeover,Operator A,Google Form
2026-04-22,B,Line3,917,793,15,38,Material Shortage,Operator B,Manual CSV Upload
2026-04-15,B,Line3,1006,1024,23,0,No Downtime,Operator E,Google Form
2026-04-25,C,Line1,1114,1072,16,73,Quality Issue,Operator B,Legacy Excel Log
2026-03-08,B,Line1,1095,1056,20,51,Material Shortage,Operator C,Manual CSV Upload
2026-01-29,A,Line4,1037,986,18,28,Equipment Failure,Operator B,Manual CSV Upload
2026-04-11,A,Line3,1001,991,21,54,Changeover,Operator B,Google Form
2026-04-27,B,Line4,855,786,13,50,Material Shortage,Operator E,Google Form
2026-02-21,C,Line2,983,849,18,43,Changeover,Operator E,Google Form
2026-03-11,B,Line1,869,791,22,99,Changeover,Operator D,Manual CSV Upload
2026-04-23,C,Line1,1110,1069,7,18,Material Shortage,Operator C,Google Form
2026-01-04,A,Line1,1153,1156,3,86,Equipment Failure,Operator D,Google Form
2026-02-08,C,Line1,888,867,23,22,Quality Issue,Operator D,Legacy Excel Log
2026-02-06,A,Line4,898,803,3,37,Equipment Failure,Operator E,Legacy Excel Log
2026-01-30,B,Line1,1050,974,23,83,Changeover,Operator E,Manual CSV Upload
2026-02-28,A,Line3,921,804,23,76,Changeover,Operator C,Manual CSV Upload
2026-01-03,B,Line1,979,899,22,113,Equipment Failure,Operator A,Manual CSV Upload
2026-03-04,B,Line1,1054,1076,17,88,Equipment Failure,Operator B,Google Form
2026-04-19,B,Line4,1032,1003,1,32,Quality Issue,Operator A,Google Form
2026-01-22,B,Line1,876,778,5,697,Cleaning,Operator D,Legacy Excel Log
2026-01-30,C,Line4,1116,1084,22,67,Equipment Failure,Operator B,Google Form
2026-03-04,B,Line2,1180,1016,15,53,Cleaning,Operator C,Legacy Excel Log
2026-03-14,B,Line1,1142,1170,18,22,Quality Issue,Operator D,Legacy Excel Log
2026-04-14,B,Line1,867,907,17,0,No Downtime,Operator E,Legacy Excel Log
2026-04-24,B,Line3,817,854,14,0,No Downtime,Operator A,Legacy Excel Log
2026-03-04,C,Line4,842,770,2,596,Changeover,Operator C,Legacy Excel Log
2026-04-02,A,Line2,966,854,24,66,Changeover,Operator A,Manual CSV Upload
2026-03-03,A,Line3,-50,791,0,56,Material Shortage,Operator B,Manual CSV Upload
2026-04-15,A,Line2,1152,1111,14,95,Changeover,Operator E,Google Form
2026-04-28,B,Line3,912,891,16,27,Quality Issue,Operator A,Legacy Excel Log
2026-01-31,A,Line4,1028,949,4,25,Cleaning,Operator D,Google Form
2026-04-09,C,Line2,932,851,18,0,No Downtime,Operator A,Manual CSV Upload
2026-04-18,B,Line3,986,991,7,0,No Downtime,Operator E,Manual CSV Upload
2026-03-06,B,Line3,800,801,15,57,Changeover,Operator D,Legacy Excel Log
2026-04-14,A,Line3,816,722,14,549,No Downtime,Operator B,Manual CSV Upload
2026-04-05,C,Line3,976,1024,14,30,Changeover,Operator A,Duplicate CSV Upload
2026-01-20,A,Line3,983,987,14,107,Equipment Failure,Operator E,Duplicate CSV Upload
2026-02-05,B,Line2,999,985,9,20,Material Shortage,Operator E,Legacy Excel Log
2026-02-07,A,Line3,1098,1060,19,44,Changeover,Operator E,Google Form
2026-04-01,B,Line3,1074,914,2,48,Material Shortage,Operator C,Manual CSV Upload
2026-04-02,B,Line1,1068,1118,2,0,No Downtime,Operator D,Google Form
2026-02-10,A,Line1,971,968,1,0,No Downtime,Operator C,Google Form
2026-01-12,B,Line3,977,860,4,24,Quality Issue,Operator A,Legacy Excel Log
2026-03-10,C,Line3,1177,1138,11,0,No Downtime,Operator D,Google Form
2026-01-17,C,Line2,1058,995,1,98,Changeover,Operator D,Legacy Excel Log
2026-01-10,A,Line1,1129,1120,15,53,Equipment Failure,Operator B,Legacy Excel Log
2026-04-28,C,Line3,1179,1138,31,43,Equipment Failure,Operator D,Legacy Excel Log
2026-01-10,B,Line3,1092,1070,10,34,Material Shortage,Operator A,Manual CSV Upload
2026-01-14,C,Line4,830,870,22,41,Equipment Failure,Operator B,Google Form
2026-01-09,B,Line4,867,752,9,80,Material Shortage,Operator D,Google Form
2026-03-08,A,Line1,1167,1188,3,699,Changeover,Operator E,Legacy Excel Log
2026-03-07,A,Line4,884,858,11,67,Equipment Failure,Operator B,Google Form
2026-02-17,C,Line4,1155,1014,6,41,Equipment Failure,Operator A,Manual CSV Upload
2026-04-26,B,Line2,904,816,3,82,Changeover,Operator A,Google Form
2026-03-12,A,Line4,800,687,9,41,Changeover,Operator D,Manual CSV Upload
2026-02-02,C,Line3,1124,968,13,46,Equipment Failure,Operator E,Google Form
2026-02-25,C,Line1,836,774,16,57,Changeover,Operator D,Manual CSV Upload
2026-01-11,B,Line1,1049,894,14,17,Material Shortage,Operator E,Legacy Excel Log
2026-02-10,C,Line2,1117,1031,20,14,Cleaning,Operator B,Manual CSV Upload
2026-03-23,A,Line4,943,963,4,26,Cleaning,Operator A,Legacy Excel Log
2026-01-09,A,Line1,1045,1020,24,83,Equipment Failure,Operator A,Manual CSV Upload
2026-01-23,A,Line3,1060,1108,3,101,Equipment Failure,Operator E,Google Form
2026-04-24,C,Line3,1094,930,19,0,No Downtime,Operator D,Manual CSV Upload
2026-01-25,C,Line3,1150,1138,12,60,Material Shortage,Operator B,Google Form
2026-01-27,C,Line4,1038,1023,10,33,Quality Issue,Operator B,Duplicate CSV Upload
2026-01-30,C,Line3,998,946,3,29,Equipment Failure,Operator D,Google Form
2026-01-02,C,Line1,898,767,8,52,Changeover,Operator A,Manual CSV Upload
2026-04-07,C,Line3,850,828,20,45,Equipment Failure,Operator D,Manual CSV Upload
2026-03-12,B,Line1,893,866,23,0,No Downtime,Operator B,Legacy Excel Log
2026-04-26,A,Line2,1126,961,20,46,Quality Issue,Operator A,Google Form
2026-04-04,C,Line4,1165,1007,8,39,Changeover,Operator D,Manual CSV Upload
2026-01-19,B,Line4,981,886,10,76,Equipment Failure,Operator D,Legacy Excel Log
2026-04-06,A,Line2,972,842,14,76,Equipment Failure,Operator C,Google Form
2026-04-20,B,Line1,807,805,14,0,No Downtime,Operator B,Legacy Excel Log
2026-01-27,C,Line1,850,879,24,40,Cleaning,Operator C,Legacy Excel Log
2026-01-29,C,Line2,995,949,19,39,Quality Issue,Operator D,Google Form
2026-04-16,B,Line3,1198,1105,19,48,Changeover,Operator E,Google Form
2026-02-16,C,,811,849,9,88,Material Shortage,Operator A,Manual CSV Upload
2026-01-08,A,Line4,1080,920,0,77,Equipment Failure,Operator A,Legacy Excel Log
2026-01-29,C,Line1,879,771,8,49,Changeover,Operator C,Manual CSV Upload
2026-04-01,A,Line2,1110,1029,18,0,No Downtime,Operator C,Legacy Excel Log
2026-04-06,B,Line4,836,860,18,30,Cleaning,Operator D,Google Form
2026-01-27,B,Line3,1130,969,22,71,Equipment Failure,Operator B,Google Form
2026-01-21,B,Line1,960,876,7,107,Equipment Failure,Operator D,Manual CSV Upload
2026-01-20,C,Line2,911,802,5,96,Equipment Failure,Operator E,Legacy Excel Log
2026-01-31,A,Line1,897,856,12,51,Material Shortage,Operator C,Manual CSV Upload
2026-04-06,C,Line2,1040,1046,8,60,Quality Issue,Operator A,Manual CSV Upload
2026-02-10,C,Line1,1089,1111,26,0,No Downtime,Operator A,Google Form
2026-04-30,C,Line1,860,767,15,53,Cleaning,Operator E,Google Form
2026-01-26,A,Line4,1122,1176,19,73,Equipment Failure,Operator C,Manual CSV Upload
2026-02-27,A,Line2,891,894,1,72,Material Shortage,Operator C,Legacy Excel Log
2026-04-03,B,Line4,893,934,25,48,Changeover,Operator E,Duplicate CSV Upload
2026-04-16,C,Line2,821,852,1,0,No Downtime,Operator D,Legacy Excel Log
2026-03-19,B,Line2,1057,1090,1,34,Material Shortage,Operator C,Google Form
2026-01-14,A,,865,880,9,23,Changeover,Operator C,Manual CSV Upload
2026-03-14,C,Line2,950,862,0,0,No Downtime,Operator C,Legacy Excel Log
2026-02-05,B,Line3,1193,1048,14,15,Material Shortage,Operator E,Legacy Excel Log
2026-02-02,B,Line1,822,831,2,23,Quality Issue,Operator B,Legacy Excel Log
2026-04-30,B,Line2,826,808,21,16,Cleaning,Operator E,Duplicate CSV Upload
2026-04-23,B,Line4,1185,1201,29,0,No Downtime,Operator C,Google Form
2026-04-22,A,Line3,827,779,22,109,Equipment Failure,Operator C,Legacy Excel Log
2026-01-26,B,Line4,914,877,9,15,Cleaning,Operator D,Manual CSV Upload
2026-04-16,B,Line2,814,754,3,23,Cleaning,Operator B,Legacy Excel Log
2026-04-06,B,Line2,928,858,23,32,Cleaning,Operator C,Manual CSV Upload
2026-03-20,A,Line3,953,836,19,0,No Downtime,Operator B,Legacy Excel Log
2026-03-15,A,Line2,1115,948,2,39,Changeover,Operator E,Legacy Excel Log
2026-03-02,D,Line3,1089,1083,1,74,Material Shortage,Operator B,Google Form
